FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
FIFA,10,10,20.0,20.0
